,Date,Open,High,Low,Close,Adj Close,Volume
79,2019-06-25,198.429993,199.259995,195.28999299999998,195.570007,193.786667,21070300
80,2019-06-26,197.770004,200.990005,197.350006,199.800003,197.97808799999999,26067500
81,2019-06-27,200.28999299999998,201.570007,199.570007,199.740005,197.91863999999998,20899700
82,2019-06-28,198.679993,199.5,197.050003,197.919998,196.115219,31110600
83,2019-07-01,203.169998,204.490005,200.649994,201.550003,199.712143,27316700
84,2019-07-02,201.41000400000001,203.130005,201.360001,202.729996,200.881363,16935200
85,2019-07-03,203.279999,204.440002,202.690002,204.41000400000001,202.546051,11362000
86,2019-07-05,203.350006,205.080002,202.899994,204.229996,202.367676,17265500
87,2019-07-08,200.809998,201.399994,198.41000400000001,200.020004,198.196075,25338600
88,2019-07-09,199.199997,201.509995,198.809998,201.240005,199.404968,20578000
89,2019-07-10,201.850006,203.729996,201.559998,203.229996,201.376816,17897100
90,2019-07-11,203.309998,204.389999,201.71000700000002,201.75,199.910309,20191800
91,2019-07-12,202.449997,204.0,202.199997,203.300003,201.446182,17595200
92,2019-07-15,204.08999599999999,205.869995,204.0,205.21000700000002,203.33876,16947400
93,2019-07-16,204.58999599999999,206.110001,203.5,204.5,202.635223,16866800
94,2019-07-17,204.050003,205.08999599999999,203.270004,203.350006,201.495712,14107500
95,2019-07-18,204.0,205.880005,203.699997,205.66000400000001,203.784653,18582200
96,2019-07-19,205.78999299999998,206.5,202.360001,202.58999599999999,200.74264499999998,20929300
97,2019-07-22,203.649994,207.229996,203.610001,207.220001,205.330429,22277900
98,2019-07-23,208.46000700000002,208.91000400000001,207.28999299999998,208.83999599999999,206.93563799999998,18355200
99,2019-07-24,207.669998,209.149994,207.169998,208.669998,206.767212,14991600
100,2019-07-25,208.889999,209.240005,206.729996,207.020004,205.132263,13909600
101,2019-07-26,207.479996,209.729996,207.139999,207.740005,205.845688,17618900
102,2019-07-29,208.46000700000002,210.63999900000002,208.440002,209.679993,207.76799,21673400
103,2019-07-30,208.759995,210.16000400000001,207.309998,208.779999,206.87618999999998,33935700
104,2019-07-31,216.419998,221.36999500000002,211.30000299999998,213.039993,211.09736600000002,69281400
105,2019-08-01,213.899994,218.02999900000003,206.740005,208.429993,206.529373,54017900
106,2019-08-02,205.529999,206.429993,201.630005,204.020004,202.159607,40862100
107,2019-08-05,197.990005,198.649994,192.580002,193.33999599999999,191.57698100000002,52393000
108,2019-08-06,196.309998,198.070007,194.03999299999998,197.0,195.203613,35824800
109,2019-08-07,195.41000400000001,199.559998,193.820007,199.03999299999998,197.225006,33364400
110,2019-08-08,200.199997,203.529999,199.389999,203.429993,201.574982,27009500
111,2019-08-09,201.300003,202.759995,199.28999299999998,200.990005,199.913925,24619700
112,2019-08-12,199.619995,202.050003,199.149994,200.479996,199.406647,22474900
113,2019-08-13,201.020004,212.13999900000002,200.479996,208.970001,207.851212,47218500
114,2019-08-14,203.16000400000001,206.440002,202.58999599999999,202.75,201.664505,36547400
115,2019-08-15,203.46000700000002,205.139999,199.669998,201.740005,200.65991200000002,27227400
116,2019-08-16,204.279999,207.16000400000001,203.83999599999999,206.5,205.394424,27620400
117,2019-08-19,210.61999500000002,212.729996,210.02999900000003,210.350006,209.223816,24413600
118,2019-08-20,210.88000499999998,213.350006,210.32000699999998,210.36000099999998,209.23376499999998,26884300
119,2019-08-21,212.99000499999997,213.649994,211.600006,212.63999900000002,211.501556,21535400
120,2019-08-22,213.190002,214.440002,210.75,212.460007,211.322525,22253700
121,2019-08-23,209.429993,212.05000299999998,201.0,202.639999,201.555099,46818000
122,2019-08-26,205.860001,207.190002,205.059998,206.490005,205.384476,26043600
123,2019-08-27,207.860001,208.550003,203.529999,204.16000400000001,203.066956,25873300
124,2019-08-28,204.100006,205.720001,203.320007,205.529999,204.429626,15938800
125,2019-08-29,208.5,209.320007,206.66000400000001,209.009995,207.890976,20990500
126,2019-08-30,210.16000400000001,210.44999700000002,207.199997,208.740005,207.62243700000002,21143400
127,2019-09-03,206.429993,206.979996,204.220001,205.699997,204.598694,20023000
128,2019-09-04,208.389999,209.479996,207.320007,209.190002,208.07003799999998,19188100
129,2019-09-05,212.0,213.97000099999997,211.50999500000003,213.27999900000003,212.138123,23913700
130,2019-09-06,214.05000299999998,214.419998,212.50999500000003,213.25999500000003,212.118225,19362300
131,2019-09-09,214.83999599999999,216.440002,211.07000699999998,214.169998,213.023361,27309400
132,2019-09-10,213.86000099999998,216.77999900000003,211.710007,216.69999700000002,215.53981000000002,31777900
133,2019-09-11,218.07000699999998,223.710007,217.729996,223.58999599999999,222.392929,44289600
134,2019-09-12,224.80000299999998,226.419998,222.86000099999998,223.08999599999999,221.89559900000003,32226700
135,2019-09-13,220.0,220.789993,217.020004,218.75,217.57884199999998,39763300
136,2019-09-16,217.729996,220.13000499999998,217.559998,219.899994,218.722687,21158100
137,2019-09-17,219.960007,220.82000699999998,219.11999500000002,220.69999700000002,219.518402,18318700
138,2019-09-18,221.059998,222.850006,219.440002,222.770004,221.57733199999998,25340000
139,2019-09-19,222.00999500000003,223.75999500000003,220.36999500000002,220.960007,219.77702299999999,22060600
140,2019-09-20,221.38000499999998,222.559998,217.47000099999997,217.729996,216.564285,55413100
141,2019-09-23,218.94999700000002,219.83999599999999,217.649994,218.72000099999997,217.548996,19165500
142,2019-09-24,221.02999900000003,222.49000499999997,217.190002,217.67999300000002,216.514557,31190800
143,2019-09-25,218.55000299999998,221.5,217.13999900000002,221.02999900000003,219.846634,21903400
144,2019-09-26,220.0,220.940002,218.830002,219.88999900000002,218.712738,18833500
145,2019-09-27,220.539993,220.960007,217.27999900000003,218.82000699999998,217.648483,25352000
146,2019-09-30,220.899994,224.580002,220.789993,223.97000099999997,222.770889,25977400
147,2019-10-01,225.07000699999998,228.22000099999997,224.19999700000002,224.58999599999999,223.387573,34805800
148,2019-10-02,223.059998,223.580002,217.92999300000002,218.960007,217.78772,34612300
149,2019-10-03,218.42999300000002,220.960007,215.13000499999998,220.82000699999998,219.637756,28606500
150,2019-10-04,225.63999900000002,227.49000499999997,223.88999900000002,227.00999500000003,225.794617,34619700
151,2019-10-07,226.270004,229.92999300000002,225.83999599999999,227.059998,225.84434500000003,30576500
152,2019-10-08,225.82000699999998,228.059998,224.330002,224.399994,223.19859300000002,27955000
153,2019-10-09,227.02999900000003,227.789993,225.63999900000002,227.02999900000003,225.814514,18692600
154,2019-10-10,227.92999300000002,230.440002,227.30000299999998,230.08999599999999,228.85812400000003,28253400
155,2019-10-11,232.94999700000002,237.63999900000002,232.309998,236.210007,234.945358,41698900
156,2019-10-14,234.899994,238.13000499999998,234.669998,235.86999500000002,234.60717799999998,24106900
157,2019-10-15,236.38999900000002,237.649994,234.88000499999998,235.32000699999998,234.060135,21840000
158,2019-10-16,233.36999500000002,235.24000499999997,233.19999700000002,234.36999500000002,233.115204,18475800
159,2019-10-17,235.08999599999999,236.149994,233.520004,235.27999900000003,234.02034,16896300
160,2019-10-18,234.58999599999999,237.580002,234.289993,236.41000400000001,235.144302,24358400
161,2019-10-21,237.520004,240.99000499999997,237.32000699999998,240.50999500000003,239.22233599999998,21811800
162,2019-10-22,241.16000400000001,242.19999700000002,239.61999500000002,239.960007,238.675293,20573400
163,2019-10-23,242.100006,243.24000499999997,241.22000099999997,243.17999300000002,241.87803599999998,18957200
164,2019-10-24,244.50999500000003,244.80000299999998,241.809998,243.580002,242.275894,17318800
165,2019-10-25,243.16000400000001,246.729996,242.88000499999998,246.580002,245.259842,18369300
166,2019-10-28,247.419998,249.25,246.72000099999997,249.05000299999998,247.71661400000002,24143200
167,2019-10-29,248.97000099999997,249.75,242.57000699999998,243.289993,241.987442,35709900
168,2019-10-30,244.75999500000003,245.30000299999998,241.210007,243.25999500000003,241.95761099999999,31130500
169,2019-10-31,247.24000499999997,249.169998,237.25999500000003,248.75999500000003,247.42816200000001,34790500
170,2019-11-01,249.539993,255.92999300000002,249.16000400000001,255.82000699999998,254.45037799999997,37781300
171,2019-11-04,257.329987,257.850006,255.38000499999998,257.5,256.121368,25818000
172,2019-11-05,257.049988,258.190002,256.320007,257.130005,255.753372,19974400
173,2019-11-06,256.769989,257.48999,255.36999500000002,257.23999,255.862762,18966100
174,2019-11-07,258.73999,260.350006,258.109985,259.429993,258.815735,23735100
175,2019-11-08,258.690002,260.440002,256.850006,260.140015,259.524078,17496600
176,2019-11-11,258.299988,262.47000099999997,258.27999900000003,262.200012,261.57919300000003,20455300
177,2019-11-12,261.549988,262.790009,260.920013,261.959991,261.339752,21847200
178,2019-11-13,261.130005,264.77999900000003,261.070007,264.47000099999997,263.84381099999996,25683600
179,2019-11-14,263.75,264.880005,262.100006,262.640015,262.018158,22295700
180,2019-11-15,263.679993,265.77999900000003,263.01001,265.76001,265.130768,25051600
181,2019-11-18,265.799988,267.429993,264.230011,267.100006,266.46759,21675800
182,2019-11-19,267.899994,268.0,265.390015,266.290009,265.659515,19041800
183,2019-11-20,265.540009,266.079987,260.399994,263.190002,262.566864,26558600
184,2019-11-21,263.690002,264.01001,261.179993,262.01001,261.389648,30348800
185,2019-11-22,262.589996,263.179993,260.839996,261.77999900000003,261.160187,16331300
186,2019-11-25,262.709991,266.440002,262.519989,266.369995,265.73931899999997,21005100
187,2019-11-26,266.940002,267.160004,262.5,264.290009,263.664246,26301900
188,2019-11-27,265.579987,267.980011,265.309998,267.839996,267.205841,16308900
189,2019-11-29,266.600006,268.0,265.899994,267.25,266.617249,11654400
190,2019-12-02,267.269989,268.25,263.450012,264.160004,263.534546,23621800
191,2019-12-03,258.309998,259.52999900000003,256.290009,259.450012,258.835724,28607600
192,2019-12-04,261.070007,263.309998,260.679993,261.73999,261.12027,16795400
193,2019-12-05,263.790009,265.890015,262.730011,265.579987,264.95117200000004,18606100
194,2019-12-06,267.480011,271.0,267.299988,270.709991,270.069031,26518900
195,2019-12-09,270.0,270.799988,264.910004,266.920013,266.288025,32010600
196,2019-12-10,268.600006,270.070007,265.859985,268.480011,267.84432999999996,22605100
197,2019-12-11,268.809998,271.100006,268.5,270.769989,270.12890600000003,19689200
198,2019-12-12,267.77999900000003,272.559998,267.320007,271.459991,270.817261,34327600
199,2019-12-13,271.459991,275.299988,270.929993,275.149994,274.498535,33396900
200,2019-12-16,277.0,280.790009,276.980011,279.859985,279.197357,32046500
201,2019-12-17,279.570007,281.769989,278.799988,280.410004,279.74609399999997,28539600
202,2019-12-18,279.799988,281.899994,279.119995,279.73999,279.077667,29007100
203,2019-12-19,279.5,281.179993,278.950012,280.019989,279.35699500000004,24592300
204,2019-12-20,282.230011,282.649994,278.559998,279.440002,278.778381,68994500
205,2019-12-23,280.52999900000003,284.25,280.369995,284.0,283.32757599999997,24643000
206,2019-12-24,284.690002,284.890015,282.920013,284.269989,283.596924,12119700
207,2019-12-26,284.820007,289.980011,284.700012,289.910004,289.223602,23280300
208,2019-12-27,291.119995,293.97000099999997,288.119995,289.799988,289.113831,36566500
209,2019-12-30,289.459991,292.690002,285.22000099999997,291.519989,290.829773,36028600
210,2019-12-31,289.929993,293.679993,289.519989,293.649994,292.95471200000003,25201400
211,2020-01-02,296.23999,300.600006,295.190002,300.350006,299.638885,33870100
212,2020-01-03,297.149994,300.579987,296.5,297.429993,296.725769,36580700
213,2020-01-06,293.790009,299.959991,292.75,299.799988,299.090149,29596800
214,2020-01-07,299.839996,300.899994,297.480011,298.390015,297.683533,27218000
215,2020-01-08,297.160004,304.440002,297.160004,303.190002,302.47213700000003,33019800
216,2020-01-09,307.23999,310.429993,306.200012,309.630005,308.896912,42527100
217,2020-01-10,310.600006,312.670013,308.25,310.329987,309.595215,35161200
218,2020-01-13,311.640015,317.070007,311.149994,316.959991,316.20953399999996,30383000
219,2020-01-14,316.700012,317.570007,312.170013,312.679993,311.939667,40488600
220,2020-01-15,311.850006,315.5,309.549988,311.339996,310.602844,30480900
221,2020-01-16,313.589996,315.700012,312.089996,315.23999,314.49359100000004,27207300
222,2020-01-17,316.269989,318.73999,315.0,318.730011,317.975372,34454100
223,2020-01-21,317.190002,319.019989,316.0,316.570007,315.820465,27710800
224,2020-01-22,318.579987,319.98999,317.309998,317.700012,316.947815,25458100
225,2020-01-23,317.920013,319.559998,315.649994,319.230011,318.474182,26118000
226,2020-01-24,320.25,323.329987,317.519989,318.309998,317.556335,36634400
227,2020-01-27,310.059998,311.769989,304.880005,308.950012,308.218506,40485000
228,2020-01-28,312.600006,318.399994,312.190002,317.690002,316.93780499999997,40558500
229,2020-01-29,324.450012,327.850006,321.380005,324.339996,323.572052,54057300
230,2020-01-30,320.540009,324.089996,318.75,323.869995,323.10318,31685800
231,2020-01-31,320.929993,322.679993,308.290009,309.51001,308.777191,49897100
232,2020-02-03,304.299988,313.48999,302.22000099999997,308.660004,307.92919900000004,43496400
233,2020-02-04,315.309998,319.640015,313.630005,318.850006,318.095062,34154100
234,2020-02-05,323.519989,324.76001,318.950012,321.450012,320.68893399999996,29706700
235,2020-02-06,322.570007,325.22000099999997,320.26001,325.209991,324.440002,26356400
236,2020-02-07,322.369995,323.399994,318.0,320.02999900000003,320.02999900000003,29421000
237,2020-02-10,314.179993,321.549988,313.850006,321.549988,321.549988,27337200
238,2020-02-11,323.600006,323.899994,318.709991,319.609985,319.609985,23580800
239,2020-02-12,321.47000099999997,327.22000099999997,321.47000099999997,327.200012,327.200012,28432600
240,2020-02-13,324.190002,326.22000099999997,323.350006,324.869995,324.869995,23686900
241,2020-02-14,324.73999,325.980011,322.850006,324.950012,324.950012,20028400
242,2020-02-18,315.359985,319.75,314.609985,319.0,319.0,38132800
243,2020-02-19,320.0,324.570007,320.0,323.619995,323.619995,23496000
244,2020-02-20,322.630005,324.649994,318.209991,320.299988,320.299988,25141500
245,2020-02-21,318.619995,320.450012,310.5,313.049988,313.049988,32388500
246,2020-02-24,297.26001,304.179993,289.230011,298.179993,298.179993,55548800
247,2020-02-25,300.950012,302.52999900000003,286.130005,288.079987,288.079987,57668400
248,2020-02-26,286.52999900000003,297.880005,286.5,292.649994,292.649994,49513700
249,2020-02-27,281.100006,286.0,272.959991,273.519989,273.519989,80151400
250,2020-02-28,257.26001,278.410004,256.369995,273.359985,273.359985,106721200
251,2020-03-02,282.27999900000003,301.440002,277.72000099999997,298.809998,298.809998,85349300
252,2020-03-03,303.670013,304.0,285.799988,289.320007,289.320007,79685100
253,2020-03-04,296.440002,298.480011,293.130005,295.410004,295.410004,23379670
